https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCH,Volume USD
1679184000,2023-03-19 00:00:00,BCH/USD,133.24,137.31,132.93,136.17,680.53279435,92668.1506066395
1679097600,2023-03-18 00:00:00,BCH/USD,135.26,138.19,130.93,131.98,1422.50699872,187742.4736910656
1679011200,2023-03-17 00:00:00,BCH/USD,126.22,135.82,125.86,135.30,1572.94791761,212819.85325263304
1678924800,2023-03-16 00:00:00,BCH/USD,124.26,126.78,122.64,126.14,472.13200177,59554.7307032678
1678838400,2023-03-15 00:00:00,BCH/USD,131.65,133.97,122.36,123.59,1916.47554819,236857.2130008021
1678752000,2023-03-14 00:00:00,BCH/USD,127.08,136.45,126.24,131.38,2224.80440066,292294.8021587108
1678665600,2023-03-13 00:00:00,BCH/USD,121.36,128.66,119.86,126.96,4355.29053535,552947.686368036
1678579200,2023-03-12 00:00:00,BCH/USD,113.90,121.50,113.03,120.93,2266.88229298,274134.0756900714
1678492800,2023-03-11 00:00:00,BCH/USD,112.00,116.17,108.13,114.19,3593.70193301,410364.82373041194
1678406400,2023-03-10 00:00:00,BCH/USD,110.25,112.49,105.50,112.11,4712.73295835,528344.4919606185
1678320000,2023-03-09 00:00:00,BCH/USD,116.61,117.96,106.23,110.09,1986.44703128,218687.9536736152
1678233600,2023-03-08 00:00:00,BCH/USD,122.43,122.43,114.63,116.50,1978.13435622,230452.65249963
1678147200,2023-03-07 00:00:00,BCH/USD,124.05,125.67,120.20,122.12,2809.89204192,343144.0161592704
1678060800,2023-03-06 00:00:00,BCH/USD,123.96,124.91,122.28,124.35,2061.17183545,256306.7177382075
1677974400,2023-03-05 00:00:00,BCH/USD,124.32,126.31,123.42,124.19,934.81583862,116094.77899821781
1677888000,2023-03-04 00:00:00,BCH/USD,126.23,126.78,122.47,124.42,1914.52906599,238205.7063904758
1677801600,2023-03-03 00:00:00,BCH/USD,131.59,131.69,120.16,126.26,4036.56362483,509656.52327103587
1677715200,2023-03-02 00:00:00,BCH/USD,134.25,134.76,130.00,131.70,1963.31115586,258568.079226762
1677628800,2023-03-01 00:00:00,BCH/USD,132.40,135.70,131.90,134.21,2263.72361534,303814.3464147814
1677542400,2023-02-28 00:00:00,BCH/USD,134.92,135.01,130.93,132.05,1648.07063911,217627.7278944755
1677456000,2023-02-27 00:00:00,BCH/USD,135.75,138.20,133.55,135.21,2251.67843167,304449.44074610074
1677369600,2023-02-26 00:00:00,BCH/USD,133.16,137.34,132.50,136.14,1004.17202994,136707.98015603158
1677283200,2023-02-25 00:00:00,BCH/USD,132.70,135.04,129.72,133.04,1777.58075761,236489.34399243438
1677196800,2023-02-24 00:00:00,BCH/USD,138.94,139.40,130.79,132.85,2014.30442063,267600.3422806955
1677110400,2023-02-23 00:00:00,BCH/USD,141.16,143.64,137.70,138.94,1322.47009379,183743.9948311826
1677024000,2023-02-22 00:00:00,BCH/USD,145.35,145.35,136.92,141.87,3254.60724949,461731.1304851463
1676937600,2023-02-21 00:00:00,BCH/USD,145.62,154.19,142.83,145.19,5691.19874564,826305.1458794716
1676851200,2023-02-20 00:00:00,BCH/USD,136.66,148.86,133.41,145.09,3299.59892505,478738.80803550454
1676764800,2023-02-19 00:00:00,BCH/USD,136.12,141.00,135.14,135.85,1944.88780301,264213.0080389085
1676678400,2023-02-18 00:00:00,BCH/USD,133.72,138.67,133.30,136.38,2107.63972104,287439.9051554352
1676592000,2023-02-17 00:00:00,BCH/USD,128.07,134.62,127.67,133.65,1372.07969355,183378.45104295752
1676505600,2023-02-16 00:00:00,BCH/USD,134.63,135.86,127.83,128.19,2823.02067738,361883.0206333422
1676419200,2023-02-15 00:00:00,BCH/USD,126.47,135.17,125.18,134.57,1401.48874231,188598.34005265668
1676332800,2023-02-14 00:00:00,BCH/USD,123.96,126.84,123.69,126.78,1190.27308919,150902.82224750821
1676246400,2023-02-13 00:00:00,BCH/USD,122.78,124.47,120.00,123.99,1774.79920029,220057.3528439571
1676160000,2023-02-12 00:00:00,BCH/USD,124.82,126.50,121.46,122.31,1028.50019180,125795.85845905801
1676073600,2023-02-11 00:00:00,BCH/USD,124.33,125.37,123.46,124.74,1708.70266273,213143.57014894017
1675987200,2023-02-10 00:00:00,BCH/USD,126.69,130.74,124.11,124.75,1727.60108127,215518.2348884325
1675900800,2023-02-09 00:00:00,BCH/USD,131.73,132.41,123.13,126.70,7664.07496383,971038.297917261
1675814400,2023-02-08 00:00:00,BCH/USD,136.17,136.77,129.73,131.52,1567.33678396,206136.13382641922
1675728000,2023-02-07 00:00:00,BCH/USD,131.56,137.57,131.31,136.29,4305.10697804,586743.0300370716
1675641600,2023-02-06 00:00:00,BCH/USD,134.61,135.00,130.36,131.12,1906.94476516,250038.59760777923
1675555200,2023-02-05 00:00:00,BCH/USD,137.84,138.23,133.05,134.57,2753.48953833,370537.0871730681
1675468800,2023-02-04 00:00:00,BCH/USD,137.88,140.00,136.41,137.83,1202.30628056,165713.87464958482
1675382400,2023-02-03 00:00:00,BCH/USD,137.00,139.64,136.71,137.92,2327.14746681,320960.17862243514
1675296000,2023-02-02 00:00:00,BCH/USD,136.24,143.39,136.00,136.70,4385.14904574,599449.874552658
1675209600,2023-02-01 00:00:00,BCH/USD,133.64,136.76,129.97,136.30,2287.42357096,311775.832721848
1675123200,2023-01-31 00:00:00,BCH/USD,131.25,136.12,131.15,133.08,2298.04494500,305823.82128060004
1675036800,2023-01-30 00:00:00,BCH/USD,136.51,136.64,127.57,131.29,4965.94191557,651978.5140951852
1674950400,2023-01-29 00:00:00,BCH/USD,132.53,138.23,132.02,136.87,2591.58683313,354710.4898505031
1674864000,2023-01-28 00:00:00,BCH/USD,134.64,135.77,131.63,132.58,2384.16294733,316092.32355701143
1674777600,2023-01-27 00:00:00,BCH/USD,133.91,136.26,132.41,134.92,3436.96158522,463714.85707788233
1674691200,2023-01-26 00:00:00,BCH/USD,132.55,134.89,129.77,133.75,3606.07536412,482312.57995105
1674604800,2023-01-25 00:00:00,BCH/USD,128.22,133.98,125.49,131.85,2573.89004937,339367.40300943446
1674518400,2023-01-24 00:00:00,BCH/USD,133.16,136.90,125.61,128.25,2198.68155599,281980.9095557175
1674432000,2023-01-23 00:00:00,BCH/USD,130.14,138.07,129.90,133.35,3858.26551371,514499.7062532285
1674345600,2023-01-22 00:00:00,BCH/USD,128.00,132.30,127.41,128.86,2147.41051950,276715.31954277004
1674259200,2023-01-21 00:00:00,BCH/USD,127.88,133.68,125.54,127.99,3270.01317351,418528.98607754486
1674172800,2023-01-20 00:00:00,BCH/USD,121.58,128.13,120.52,128.13,2035.00140565,260744.7301059345
1674086400,2023-01-19 00:00:00,BCH/USD,119.17,122.37,119.06,121.85,2798.80971974,341034.964350319
1674000000,2023-01-18 00:00:00,BCH/USD,123.25,127.29,116.52,119.22,3495.36806518,416717.7807307596
1673913600,2023-01-17 00:00:00,BCH/USD,124.18,125.50,122.00,122.71,2175.11727445,266908.6407477595
1673827200,2023-01-16 00:00:00,BCH/USD,124.37,126.86,119.13,123.92,4072.35791165,504646.592411668
1673740800,2023-01-15 00:00:00,BCH/USD,125.83,127.01,121.69,124.88,2513.49287962,313884.9908069456
1673654400,2023-01-14 00:00:00,BCH/USD,124.64,130.88,120.00,125.97,4134.56595505,520831.2733576485
1673568000,2023-01-13 00:00:00,BCH/USD,119.93,128.00,118.00,124.32,6689.31741936,831615.9415748351
1673481600,2023-01-12 00:00:00,BCH/USD,109.74,125.00,107.68,119.55,8807.61358021,1052950.2035141054
1673395200,2023-01-11 00:00:00,BCH/USD,107.39,110.06,105.66,109.77,1802.58984697,197870.2875018969
1673308800,2023-01-10 00:00:00,BCH/USD,107.50,108.99,105.72,107.34,2054.25284844,220503.5007515496
1673222400,2023-01-09 00:00:00,BCH/USD,103.77,107.80,103.77,107.16,2626.44872428,281450.2452938448
1673136000,2023-01-08 00:00:00,BCH/USD,101.73,103.60,100.94,103.46,1768.32936411,182951.35601082057
1673049600,2023-01-07 00:00:00,BCH/USD,101.52,102.14,101.41,101.70,1201.19475144,122161.506221448
1672963200,2023-01-06 00:00:00,BCH/USD,101.08,101.93,98.23,101.69,1870.33535833,190194.40258857768
1672876800,2023-01-05 00:00:00,BCH/USD,101.60,103.52,100.80,101.01,3176.37229128,320845.3651421928
1672790400,2023-01-04 00:00:00,BCH/USD,99.55,102.33,99.55,101.58,4613.80398961,468670.20926458377
1672704000,2023-01-03 00:00:00,BCH/USD,99.36,100.27,98.76,99.52,1670.52729564,166250.8764620928
1672617600,2023-01-02 00:00:00,BCH/USD,96.76,100.29,95.66,99.21,3039.64160388,301562.84352093475
1672531200,2023-01-01 00:00:00,BCH/USD,97.04,97.53,96.26,96.78,653.88033936,63282.5392432608
1672444800,2022-12-31 00:00:00,BCH/USD,96.53,98.22,96.44,96.96,2329.08005900,225827.60252063998
1672358400,2022-12-30 00:00:00,BCH/USD,98.31,98.31,95.31,96.60,4978.92562774,480964.21563968394
1672272000,2022-12-29 00:00:00,BCH/USD,99.10,100.20,97.40,98.32,1859.77620524,182853.19649919678
1672185600,2022-12-28 00:00:00,BCH/USD,101.94,102.42,98.74,99.02,3246.53275777,321471.6736743854
1672099200,2022-12-27 00:00:00,BCH/USD,103.50,103.55,101.07,101.54,1669.39694153,169510.56544295623
1672012800,2022-12-26 00:00:00,BCH/USD,101.48,103.43,101.00,103.43,2284.14677355,236249.3007882765
1671926400,2022-12-25 00:00:00,BCH/USD,101.72,101.88,99.71,101.28,925.96118823,93781.34914393439
1671840000,2022-12-24 00:00:00,BCH/USD,102.05,102.71,101.57,101.72,1411.85773278,143614.16857838162
1671753600,2022-12-23 00:00:00,BCH/USD,101.51,102.70,101.29,101.93,1900.57436354,193725.54487563221
1671667200,2022-12-22 00:00:00,BCH/USD,100.29,101.21,99.44,101.09,570.76701530,57698.837576677004
1671580800,2022-12-21 00:00:00,BCH/USD,102.02,102.20,100.03,100.41,1212.16664356,121713.6526798596
1671494400,2022-12-20 00:00:00,BCH/USD,98.68,102.30,98.68,101.77,1527.67866693,155471.8579334661
1671408000,2022-12-19 00:00:00,BCH/USD,102.03,102.63,98.00,98.80,1515.30957532,149712.58604161598
1671321600,2022-12-18 00:00:00,BCH/USD,103.18,103.46,101.37,101.92,1466.15941918,149430.9680028256
1671235200,2022-12-17 00:00:00,BCH/USD,100.68,103.15,98.76,102.93,2109.21566720,217101.56862489603
1671148800,2022-12-16 00:00:00,BCH/USD,107.30,107.95,99.90,100.28,2152.31067398,215833.71438671442
1671062400,2022-12-15 00:00:00,BCH/USD,109.09,109.70,107.01,107.11,1560.22381833,167115.5731813263
1670976000,2022-12-14 00:00:00,BCH/USD,110.62,111.16,107.92,109.08,1380.02297717,150532.9063497036
1670889600,2022-12-13 00:00:00,BCH/USD,106.29,111.51,104.20,109.90,4354.40918400,478549.5693216
1670803200,2022-12-12 00:00:00,BCH/USD,106.35,106.67,102.83,106.31,1675.56804561,178129.6389287991
1670716800,2022-12-11 00:00:00,BCH/USD,109.26,109.81,105.96,106.26,1278.50209078,135853.6321662828
1670630400,2022-12-10 00:00:00,BCH/USD,109.62,110.49,108.79,109.07,833.94875346,90958.7905398822
1670544000,2022-12-09 00:00:00,BCH/USD,112.05,112.27,109.12,109.44,830.19383646,90856.4134621824
1670457600,2022-12-08 00:00:00,BCH/USD,109.14,112.27,108.55,111.93,1371.34088684,153494.1854640012
1670371200,2022-12-07 00:00:00,BCH/USD,112.06,112.51,107.66,109.15,1449.89915386,158256.49264381902
1670284800,2022-12-06 00:00:00,BCH/USD,110.45,112.12,110.33,111.98,912.68964196,102202.98610668081
1670198400,2022-12-05 00:00:00,BCH/USD,111.16,116.76,109.86,110.38,3069.66698993,338829.8423484734
1670112000,2022-12-04 00:00:00,BCH/USD,109.57,111.78,109.57,111.26,1708.09238640,190042.358910864
1670025600,2022-12-03 00:00:00,BCH/USD,111.79,112.38,109.46,109.60,1299.64347894,142440.925291824
1669939200,2022-12-02 00:00:00,BCH/USD,110.54,112.05,108.67,111.85,5151.90902307,576241.0242303795
1669852800,2022-12-01 00:00:00,BCH/USD,113.75,113.75,110.13,110.21,4225.32585776,465673.16278372955
1669766400,2022-11-30 00:00:00,BCH/USD,111.04,113.95,110.53,113.46,2471.39693229,280404.6959376234
1669680000,2022-11-29 00:00:00,BCH/USD,109.96,113.00,109.96,110.96,1541.32475869,171025.39522424238
1669593600,2022-11-28 00:00:00,BCH/USD,111.60,111.74,105.89,110.00,2608.26322314,286908.9545454
1669507200,2022-11-27 00:00:00,BCH/USD,112.48,113.54,110.70,110.94,1080.16286873,119833.26865690619
1669420800,2022-11-26 00:00:00,BCH/USD,113.62,115.45,111.60,112.36,3723.58823860,418382.374489096
1669334400,2022-11-25 00:00:00,BCH/USD,115.33,116.09,113.21,114.01,1475.40037835,168210.3971356835
1669248000,2022-11-24 00:00:00,BCH/USD,114.61,118.44,113.10,115.77,4741.44927810,548917.582925637
1669161600,2022-11-23 00:00:00,BCH/USD,109.39,119.41,108.42,114.69,3432.68749743,393694.92908024666
1669075200,2022-11-22 00:00:00,BCH/USD,103.48,109.08,103.37,109.00,12672.53841387,1381306.6871118299
1668988800,2022-11-21 00:00:00,BCH/USD,104.73,107.20,100.84,103.38,11771.62794323,1216950.8967711173
1668902400,2022-11-20 00:00:00,BCH/USD,104.65,107.35,103.15,104.08,3285.14978252,341918.3893646816
1668816000,2022-11-19 00:00:00,BCH/USD,104.55,106.00,104.01,104.62,2269.24489485,237408.40089920702
1668729600,2022-11-18 00:00:00,BCH/USD,104.70,105.67,103.64,104.51,3078.34595300,321717.93554803
1668643200,2022-11-17 00:00:00,BCH/USD,104.27,105.18,101.52,103.79,2446.78370060,253951.68028527402
1668556800,2022-11-16 00:00:00,BCH/USD,103.87,109.48,102.77,104.39,13588.74760166,1418529.3621372874
1668470400,2022-11-15 00:00:00,BCH/USD,103.10,106.14,102.17,103.60,3074.02941946,318469.447856056
1668384000,2022-11-14 00:00:00,BCH/USD,99.85,104.12,96.55,103.52,5782.07396572,598560.2969313344
1668297600,2022-11-13 00:00:00,BCH/USD,102.42,102.94,97.80,99.44,3444.09273587,342480.5816549128
1668211200,2022-11-12 00:00:00,BCH/USD,102.58,102.59,97.84,101.71,3156.18124578,321015.1945082838
1668124800,2022-11-11 00:00:00,BCH/USD,102.00,106.20,98.86,102.58,4057.31193437,416199.05822767457
1668038400,2022-11-10 00:00:00,BCH/USD,89.00,106.00,87.21,102.69,9495.08718138,975050.5026559122
1667952000,2022-11-09 00:00:00,BCH/USD,103.18,104.73,87.32,88.97,9706.91514024,863624.2400271528
1667865600,2022-11-08 00:00:00,BCH/USD,117.66,118.95,95.73,103.07,9927.51046309,1023228.5034306863
1667779200,2022-11-07 00:00:00,BCH/USD,116.50,119.36,115.29,117.81,3001.97468340,353662.637451354
1667692800,2022-11-06 00:00:00,BCH/USD,123.86,124.03,116.26,116.52,3945.18202677,459692.6097592404
1667606400,2022-11-05 00:00:00,BCH/USD,124.76,125.95,122.44,123.69,3177.80558894,393062.77329598856
1667520000,2022-11-04 00:00:00,BCH/USD,115.41,124.76,115.12,124.47,6136.64304152,763827.9593779944
1667433600,2022-11-03 00:00:00,BCH/USD,113.52,120.09,113.28,115.68,2869.88184023,331987.9312778064
1667347200,2022-11-02 00:00:00,BCH/USD,114.62,121.88,112.00,113.46,4872.63075906,552848.6859229476
1667260800,2022-11-01 00:00:00,BCH/USD,115.57,116.39,113.98,115.15,2688.82177862,309617.827808093
1667174400,2022-10-31 00:00:00,BCH/USD,116.21,117.84,113.60,115.01,2729.36457707,313904.2200088207
1667088000,2022-10-30 00:00:00,BCH/USD,118.59,120.08,114.79,116.25,2029.93774733,235980.2631271125
1667001600,2022-10-29 00:00:00,BCH/USD,115.62,120.42,115.52,118.58,2822.66775503,334711.9423914574
1666915200,2022-10-28 00:00:00,BCH/USD,112.33,116.06,110.94,115.68,3028.78885153,350370.29434499046
1666828800,2022-10-27 00:00:00,BCH/USD,114.98,116.83,111.89,112.86,2839.92402225,320513.825151135
1666742400,2022-10-26 00:00:00,BCH/USD,112.92,116.31,112.12,114.45,2928.44628472,335160.677286204
1666656000,2022-10-25 00:00:00,BCH/USD,107.94,114.15,107.88,112.84,2801.88061570,316164.208675588
1666569600,2022-10-24 00:00:00,BCH/USD,111.01,111.07,107.77,107.95,1416.61612862,152923.711084529
1666483200,2022-10-23 00:00:00,BCH/USD,108.69,111.02,107.68,110.82,1565.76433015,173518.00306722298
1666396800,2022-10-22 00:00:00,BCH/USD,107.16,110.33,106.34,108.61,618.26855344,67150.1475891184
1666310400,2022-10-21 00:00:00,BCH/USD,106.42,107.28,103.17,107.09,2243.54453947,240261.1847318423
1666224000,2022-10-20 00:00:00,BCH/USD,105.82,108.85,105.11,106.27,2735.25273650,290675.308307855
1666137600,2022-10-19 00:00:00,BCH/USD,108.84,108.92,105.20,105.87,2589.16983349,274115.4102715863
1666051200,2022-10-18 00:00:00,BCH/USD,110.66,111.48,107.12,108.87,2803.77289352,305246.75491752237
1665964800,2022-10-17 00:00:00,BCH/USD,110.38,111.42,109.28,110.63,2442.49764438,270213.5143977594
1665878400,2022-10-16 00:00:00,BCH/USD,108.54,110.88,108.41,110.45,1743.51663143,192571.4119414435
1665792000,2022-10-15 00:00:00,BCH/USD,107.44,109.49,106.80,108.05,1329.18953799,143618.9295798195
1665705600,2022-10-14 00:00:00,BCH/USD,108.76,111.56,106.63,107.45,4091.39597738,439620.49776948104
1665619200,2022-10-13 00:00:00,BCH/USD,112.08,113.04,102.00,108.74,6985.98553395,759656.0669617229
1665532800,2022-10-12 00:00:00,BCH/USD,111.26,112.65,110.73,111.83,1704.16871855,190577.1877954465
1665446400,2022-10-11 00:00:00,BCH/USD,111.30,112.31,109.18,111.14,3599.28156054,400024.15263841563
1665360000,2022-10-10 00:00:00,BCH/USD,117.06,118.06,110.65,111.55,2525.09762832,281674.64043909597
1665273600,2022-10-09 00:00:00,BCH/USD,117.51,118.43,116.46,117.29,1128.19489102,132325.9787677358
1665187200,2022-10-08 00:00:00,BCH/USD,116.62,118.52,115.78,117.05,1319.21301262,154413.883127171
1665100800,2022-10-07 00:00:00,BCH/USD,118.35,120.26,115.42,116.79,3138.93290205,366595.9736304195
1665014400,2022-10-06 00:00:00,BCH/USD,122.29,123.70,117.87,118.45,1305.34110710,154617.65413599502
1664928000,2022-10-05 00:00:00,BCH/USD,121.23,123.57,119.02,122.19,2700.07529753,329922.2006051907
1664841600,2022-10-04 00:00:00,BCH/USD,116.20,121.98,115.58,121.22,4189.37054213,507835.4971169986
1664755200,2022-10-03 00:00:00,BCH/USD,114.01,116.50,113.81,116.26,3700.62487830,430234.648351158
1664668800,2022-10-02 00:00:00,BCH/USD,116.96,118.51,114.17,114.35,2726.93470947,311824.9840278945
1664582400,2022-10-01 00:00:00,BCH/USD,120.35,120.76,115.92,117.14,2330.39700732,272982.70543746476
1664496000,2022-09-30 00:00:00,BCH/USD,117.04,124.77,115.63,120.04,6070.16441323,728662.5361641293
1664409600,2022-09-29 00:00:00,BCH/USD,114.12,119.00,113.52,116.79,3838.08202255,448249.59941361455
1664323200,2022-09-28 00:00:00,BCH/USD,114.29,115.87,110.51,114.19,4113.49766302,469720.29814025376
1664236800,2022-09-27 00:00:00,BCH/USD,116.30,120.50,112.60,114.51,3787.08580665,433659.1957194915
1664150400,2022-09-26 00:00:00,BCH/USD,113.33,117.19,112.61,115.77,1372.47200395,158891.0838972915
1664064000,2022-09-25 00:00:00,BCH/USD,117.52,118.38,112.37,113.31,1252.84868426,141960.2844135006
1663977600,2022-09-24 00:00:00,BCH/USD,120.01,122.01,117.69,117.71,1472.16908733,173289.0232696143
1663891200,2022-09-23 00:00:00,BCH/USD,116.49,120.18,112.76,120.14,2960.40672917,355663.2644424838
1663804800,2022-09-22 00:00:00,BCH/USD,108.87,117.09,108.76,116.68,2176.88443317,253998.87566227565
1663718400,2022-09-21 00:00:00,BCH/USD,112.73,118.76,108.87,108.87,6118.04987560,666072.089956572
1663632000,2022-09-20 00:00:00,BCH/USD,112.38,114.60,111.10,112.96,5167.58288316,583730.1624817536
1663545600,2022-09-19 00:00:00,BCH/USD,112.08,113.19,106.59,112.08,5110.26164445,572758.125109956
1663459200,2022-09-18 00:00:00,BCH/USD,122.10,122.10,110.84,111.55,6013.57856711,670814.6891611206
1663372800,2022-09-17 00:00:00,BCH/USD,119.64,123.42,119.37,122.15,4183.30794450,510991.06542067503
1663286400,2022-09-16 00:00:00,BCH/USD,118.31,120.55,116.46,119.59,3755.33748739,449100.81011697015
1663200000,2022-09-15 00:00:00,BCH/USD,119.87,122.86,116.19,117.41,5995.81193616,703968.2794245456
1663113600,2022-09-14 00:00:00,BCH/USD,117.24,120.72,116.33,120.12,4005.64765743,481158.3966104916
1663027200,2022-09-13 00:00:00,BCH/USD,128.94,133.77,116.14,117.56,9118.44865131,1071964.8234480037
1662940800,2022-09-12 00:00:00,BCH/USD,130.15,132.51,126.68,128.87,3762.40649805,484861.32540370355
1662854400,2022-09-11 00:00:00,BCH/USD,132.78,133.23,127.68,130.34,2688.80613242,350458.9912996228
1662768000,2022-09-10 00:00:00,BCH/USD,132.53,135.01,130.60,133.34,5892.12868111,785656.4383392074
1662681600,2022-09-09 00:00:00,BCH/USD,126.54,138.71,126.19,132.94,7898.77840978,1050063.6017961532
1662595200,2022-09-08 00:00:00,BCH/USD,118.77,129.99,115.93,126.65,6979.84513675,883997.3865693875
1662508800,2022-09-07 00:00:00,BCH/USD,111.51,119.22,110.28,118.50,4034.82456764,478126.71126534004
1662422400,2022-09-06 00:00:00,BCH/USD,125.88,127.90,112.00,112.02,8586.74923287,961887.6490660972
1662336000,2022-09-05 00:00:00,BCH/USD,118.59,126.18,117.11,125.79,5333.93283977,670955.4119146684
1662249600,2022-09-04 00:00:00,BCH/USD,117.93,118.18,116.04,117.99,1765.02766999,208255.6147821201
1662163200,2022-09-03 00:00:00,BCH/USD,116.25,119.22,116.03,117.75,2712.75009347,319426.32350609254
1662076800,2022-09-02 00:00:00,BCH/USD,116.67,120.37,114.77,116.55,2895.99652860,337528.39540833
1661990400,2022-09-01 00:00:00,BCH/USD,115.41,117.16,113.13,116.67,3852.19126237,449435.1545807079
1661904000,2022-08-31 00:00:00,BCH/USD,115.00,117.87,114.50,115.01,2391.15066018,275006.2374273018
1661817600,2022-08-30 00:00:00,BCH/USD,119.23,120.75,112.08,114.60,4150.22255981,475615.50535422604
1661731200,2022-08-29 00:00:00,BCH/USD,112.54,119.86,110.99,119.53,3930.77437609,469845.46117403766
1661644800,2022-08-28 00:00:00,BCH/USD,115.11,121.07,111.93,111.93,4376.69132519,489883.0600285167
1661558400,2022-08-27 00:00:00,BCH/USD,115.91,118.34,113.24,115.19,2620.57230399,301863.7236966081
